mortgage	74160962	We're renting a property in the city centre because we can't afford to get a *** yet.	A special form of secured loan where the purpose of the loan must be specified to the lender, to purchase assets that must be fixed (not movable) property, such as a house or piece of farm land. The assets are registered as the legal property of the borrower but the lender can seize them and dispose of them if they are not satisfied with the manner in which the repayment of the loan is conducted by the borrower. Once the loan is fully repaid, the lender loses this right of seizure and the assets are then deemed to be unencumbered.
hope	74145758	I am still hoping that all will turn out well.	To want something to happen, with a sense of expectation that it might.
wish	74043644	My dearest *** is to see them happily married.	The thing desired or longed for.
mature	73877124	She is quite *** for her age.	Fully developed; grown up in terms of physical appearance, behaviour or thinking; ripe.
role	73689002	Her dream was to get a *** in a Hollywood movie, no matter how small.	A character or part played by a performer or actor.
addition	73434482	The *** of five more items to the agenda will make the meeting unbearably long.	The act of adding anything.
supply	73220509	A *** of good drinking water is essential.	An amount of something supplied.
jewelry	72576719	She had more jewellery ornamented about her than any three ladies needed.	Collectively, personal ornamentation such as rings, necklaces, brooches and bracelets, made of precious metals and sometimes set with gemstones.
clothing	72455943	to clothe somebody with authority or power	To cover or invest, as if with a garment.
hour	71765763	I spent an *** at lunch.	A time period of sixty minutes; one twenty-fourth of a day.
gas	71518871	A lot of *** had escaped from the cylinder.	Matter in a state intermediate between liquid and plasma that can be contained only if it is fully surrounded by a solid (or in a bubble of liquid) (or held together by gravitational pull); it can condense into a liquid, or can (rarely) become a solid directly.
bush	71289039	***es to support pea vines	A shrub cut off, or a shrublike branch of a tree.
advice	71268723	She was offered various piece of *** on what to do with her new-found wealth.	An opinion offered in an effort to be helpful.
career	71248807	Washington's *** as a soldier	General course of action or conduct in life, or in a particular part of it.
military	71229404	He spent six years in the ***.	Armed forces.
rental	71013577	It's just a ***, so I don't need to take very good care of it.	Something that is rented.
decision	71006471	It is the *** of the court that movies are protected as free speech.	A choice or judgement.
huge	70639535	The castle was ***.	Very large.
sat	70639358	After a long day of walking, it was good just to sit and relax.	(of a person) To be in a position in which the upper body is upright and supported by the buttocks.
bid	70427114	He bade me come in.	To issue a command; to tell.
kind	70420316	This is a strange *** of tobacco.	A type, race or category; a group of entities that have common characteristics such that they may be grouped together.
middle	70164946	The *** of a circle is the point which has the same distance to every point of circle.	A centre, midpoint.
move	70113140	He made another *** towards becoming a naturalized citizen.	An act for the attainment of an object; a step in the execution of a plan or purpose.
division	69921273	I've got ten ***s to do for my homework.	A calculation that involves this process.
object	69819261	Mary Jane had been the *** of Peter's affection for years.	A person or thing toward which an emotion is directed.
machine	69665958	Game developers assume they're pushing the limits of the ***.	A computer.
length	69469598	the *** of a book	Total extent.
score	69315004	The player with the highest *** is the winner.	The total number of goals, points, runs, etc. earned by a participant in a game.
capital	68991999	He does not have enough *** to start a business.	Money and wealth. The means to acquire goods and services, especially in a non-barter system.
sample	68957421	a blood ***	A part or snippet of something taken or presented for inspection, or shown as evidence of the quality of the whole; a specimen.
investment	68891129	Giving your children a good education is a wise long-term ***.	The act of investing, or state of being invested.
culture	68606429	I'm headed to the lab to make sure my cell *** hasn't died.	The growth thus produced.
band	68569061	valence ***;  conduction ***	A group of energy levels in a solid state material.
lead	68325439	They pumped him full of ***.	Bullets; ammunition.
choice	68222335	Do I have a *** of what color to paint it?	An option; a decision; an opportunity to choose or select something.
registration	68025615	Complete the *** process.	The act of signing up or registering for something.
consumer	67665809	This new system favours the *** over the producer.	Someone who trades money for goods or services as an individual.
furniture	67398005	A chair is ***. Sofas are also ***.	Large movable item(s), usually in a room, which enhance(s) the room's characteristics, functionally or decoratively.
letter	67339854	There are twenty-six ***s in the English alphabet.	A symbol in an alphabet.
mode	67315364	What was the *** of entry?	A particular means of accomplishing something.
structure	67191517	The birds had built an amazing *** out of sticks and various discarded items.	A cohesive whole built up of distinct parts.
fund	67128807	a *** for the maintenance of underprivileged students	A sum or source of money.
summer	67102388	the heat of ***	One of four seasons, traditionally the second, marked by the longest and typically hottest days of the year due to the inclination of the Earth and thermal lag. Typically regarded as being from June 21 to September 22 or 23 in parts of the USA, the months of June, July and August in the United Kingdom and the months of December, January and February in the Southern Hemisphere.
allow	67052567	to *** a servant his liberty;  to *** a free passage;  to *** one day for rest	To grant, give, admit, accord, afford, or yield; to let one have.
degree	67029686	She has two bachelor's ***s and is studying towards a master's ***.	A stage of proficiency or qualification in a course of study, now especially an award bestowed by a university or, in some countries, a college, as a certification of academic achievement. (In the United States, can include secondary schools.)
contract	66895933	Marriage is a ***.	An agreement between two or more parties, to perform a specific job or work order, often temporary or of fixed duration and usually governed by a written agreement.
wed	66796198	The priest *** the couple.	To perform the marriage ceremony for; to join in matrimony.
matter	66632805	What's the ***?;   state ***s	A condition, subject or affair, especially one of concern.
custom	66594716	The Ancient Egyptian culture had many distinctive and interesting beliefs and ***s.	Traditional beliefs or rituals
multiple	66171358	14, 21 and 70 are ***s of 7	A whole number that can be divided by another number with no remainder.
distribution	66074142	The *** of my little rock magazine is about 3,000.	The total number of something sold or delivered to the clients.
editor	66014490	John Johnson wrote this term paper and the *** was Joan Johnson.	A person who edited a specific document.
inn	66007529	the ***s of Court; the ***s of Chancery; Serjeants' ***s	One of the colleges (societies or buildings) in London, for students of the law barristers.
cause	65904680	They identified a burst pipe as the *** of the flooding.	(often with of, typically of adverse results) The source of, or reason for, an event or action; that which produces or effects a result.
potential	65835469	Even from a young age it was clear that she had the *** to become a great musician.	Currently unrealized ability (with the most common adposition being to)
song	65832126	Thomas listened to his favorite *** on the radio yesterday.	A musical composition with lyrics for voice or voices, performed by singing.
focus	65626732	The heat of sunlight at the *** of a magnifying glass can easily set dry leaves on fire.	A point at which reflected or refracted rays of light converge.
fall	65501110	the *** of Rome	A loss of greatness or status.
idea	65459222	The mere *** of you is enough to excite me.	An image of an object that is formed in the mind or recalled by the memory.
win	65264239	to *** the jackpot in a lottery;  to *** a bottle of ***e in a raffle	To gain (a prize) by succeeding in competition or contest.
reason	65066679	Mankind should develop *** above all other virtues.	Rational thinking (or the capacity for it); the cognitive faculties, collectively, of conception, judgment, deduction and intuition.
tool	65009731	Hand me that ***, would you?   I don't have the right ***s to start fiddling around with the engine.	A mechanical device intended to make a task easier.
spring	64814116	to sprain one's ankle	To weaken, as a joint, ligament, or muscle, by sudden and excessive exertion, as by wrenching; to overstrain, or stretch injuriously, but without luxation
foundation	64753514	The *** of his institute has been wrought with difficulty.	The act of founding, fixing, establishing, or beginning to erect.
answer	64649558	Her *** to his proposal was a slap in the face.	A response or reply; something said or done in reaction to a statement or question.
voice	64600528	His low *** allowed him to become a bass in the choir.	Sound uttered by the mouth, especially by human beings in speech or song; sound thus uttered considered as possessing some special quality or character
schedule	64504515	*** of tribes	A written or printed table of information, often forming an annex or appendix to a statute or other regulatory instrument, or to a legal contract.
communication	64378554	*** of a secret	The act or fact of communicating anything; transmission.
purpose	64314952	The *** of turning off the lights overnight is to save energy.	The reason for which something is done, or the reason it is done in a particular way.
feature	64288914	one of the ***s of the landscape	The cast or structure of anything, or of any part of a thing, as of a landscape, a picture, a treaty, or an essay; any marked peculiarity or characteristic.
bed	64262881	My cat often sleeps on my ***.
I keep a glass of water next to my *** when I sleep.	A piece of furniture, usually flat and soft, on which to rest or sleep.
approach	64158347	1991, Carol Lee Johnston, Jeanne Lazaris, Plane Trigonometry, A New ***.	A manner in which a problem is solved or policy is made.
brown	64112042	The ***s and greens in this painting give it a nice woodsy feel.	A colour like that of chocolate or coffee.
operating	64046921	to operate a machine	To put into, or to continue in, operation or activity; to work.
hill	64008398	The park is sheltered from the wind by a *** to the east.	An elevated location smaller than a mountain.
medicine	63831932	She's studying *** at university because she wants to be a doctor in the future.	The study of the cause, diagnosis, prognosis and treatment of disease or illness.
deal	63828244	We gave three ***s of grain in tribute to the king.	A division, a portion, a share.
hold	63777575	Keep a firm *** on the handlebars.	A grasp or grip.
developed	63250401	Let's see how things develop and then make our decision.	To change with a specific direction, progress.
survey	62994830	A *** of the stores of a ship; a *** of roads and bridges; a *** of buildings.	A particular view; an examination, especially an official examination, of a particular group of items, in order to ascertain the condition, quantity, or quality.
sport	62683851	Joe was banned from getting legal help. He seemed to view lawsuits as a ***.	Something done for fun, regardless of its design or intended purpose.
feed	62663785	They sell ***, riding helmets, and everything else for horses.	Food given to (especially herbivorous) animals.
animal	62566660	A cat is an ***, not a plant. Humans are also ***s, under the scientific definition, as we are not plants.	In scientific usage, a multicellular organism that is usually mobile, whose cells are not encased in a rigid cell wall (distinguishing it from plants and fungi) and which derives energy solely from the consumption of other organisms (distinguishing it from plants).
population	62452044	The *** of New Jersey will not stand for this!	The people living within a political or geographical boundary.
regular	62308697	Bartenders usually know their ***s by name.	A frequent, routine visitor to an establishment.
secure	62287766	to *** a creditor against loss; to *** a debt by a mortgage	To put beyond hazard of losing or of not receiving; to make certain; to assure; frequently with against or from, or formerly with of.
ass	62060498	That new kid left the cap off the syrup bottle again! What an ***.	A stupid person.
evidence	62012277	There is no *** that anyone was here earlier.	Facts or observations presented in support of an assertion.
station	61892291	She had ambitions beyond her ***.	Standing; rank; position.
round	61836702	The guards have started their ***s; the prisoner should be caught soon.	A circular or repetitious route.
favorite	61781016	The teacher's favourite always went first.	A person or thing who enjoys special regard or favour.
understand	61719969	I'm sorry. I don't ***.	To grasp a concept fully and thoroughly, especially (of words, statements, art, etc.) to be aware of the meaning of and (of people) to be aware of the intent of.
master	61704297	Mark Twain was a *** of fiction.	An expert at something.
sea	61532852	The Caspian ***, the *** of Galilee, the Salton ***, etc.	A lake, especially if large or if salty or brackish.
built	61502894	This code won't build any more. Have you made any changes?	(of source code) To be converted into software by compilation, usually with minimal human intervention.
cut	61337417	The lawyer took a *** of the profits.	A share or portion.
worldwide	61319870	A large meteorite impact would cause *** extinction of life.	Spanning the world; global.
improve	61305614	Buying more servers would *** performance.	To make (something) better; to increase the value or productivity (of something).
connection	61302455	My headache has no *** with me going out last night.	The point at which two or more things are connected.
hall	61265768	The hotel had three ***s for conferences, and two were in use by the convention.	A meeting room.
earth	61059905	This is good *** for growing potatoes.	Soil.
impact	61017528	The hatchet cut the wood on ***.	The force or energy of a collision of two objects.
introduction	61004175	the *** of a new product into the market	The act or process of introducing.
strong	60969207	a big *** man; Jake was tall and ***	Capable of producing great physical force.
wedding	60758332	The priest wed the couple.	To perform the marriage ceremony for; to join in matrimony.
ground	60679179	The fox escaped from the hounds by going to ***.	Soil, earth.
disease	60540973	The tomato plants had some kind of *** that left their leaves splotchy and fruit withered.	An abnormal condition of a human, animal or plant that causes discomfort or dysfunction; distinct from injury insofar as the latter is usually instantaneously acquired.
excellent	60316327	Bill and Ted had an *** adventure last week in preparation of their history exam.	Exceptionally good of its kind.
paid	60294928	he *** her off the books and in kind where possible	To give money or other compensation to in exchange for goods or services.
hair	60054650	In the western world, women usually have long *** while men usually have short ***.	The collection or mass of such growths growing from the skin of humans and animals, and forming a covering for a part of the head or for any part or the whole body.
opportunity	60033252	The world is full of opportunities and it's up to me to see them and pursue them.	A chance for advancement, progress or profit.
kit	59963349	1961 18 Jan, Guardian (cited after OED):	A kind of basket made especially from straw of rushes, especially for holding fish; by extension, the contents of such a basket or similar container, used as a measure of weight.
basis	59901425	Cars must be checked on a yearly ***.	A regular frequency.
command	59870370	I was given a *** to cease shooting.	An order to do something.
express	59797675	I took the *** into town.	A mode of transportation, often a train, that travels quickly or directly.
distance	59651113	From Moscow, the *** is relatively short to Saint Petersburg, relatively long to Novosibirsk, but even greater to Vladivostok.	The amount of space between two points, usually geographical points, usually (but not necessarily) measured along a straight line.
ensure	59507606	I use an alarm clock to *** that I get up on time.	To make sure or certain of something (usually some future event or condition).
wall	59430375	The town *** was surrounded by a moat.	A structure built for defense surrounding a city, castle etc.
interface	59307904	Public relations firms often serve as the *** between a company and the press.	The point of interconnection or contact between entities.
pussy	59206591	You have a lovely ***!	The female genitalia; the vulva and/or vagina.
success	58986603	His third attempt to pass the entrance exam was a ***.	The achievement of one's aim or goal.
operation	58855769	The Katrina relief *** was considered botched.	A planned undertaking.
boy	58664244	Kate is dating a *** named Jim.	A young male.
amazon	58657636	Although the evidence for real ***s is thin, women athletes are often dubbed ***s.	A tall, strong, athletic woman.
wine	58491725	She ordered some *** for the meal.	An alcoholic beverage made by fermenting the juice of grapes.
vote	58387028	One occasion indicative ***s were used was in 2003 when MPs were presented with seven different options on how to reform the House of Lords.	A formalized choice on matters of administration or other democratic activities
owner	58189056	The police recovered the stolen car and returned it to its ***.	One who owns something.
retail	58185466	She works in ***.	The sale of goods directly to the consumer, encompassing the storefronts, mail-order, websites, etc., and the corporate mechanisms, branding, advertising, etc. that support them.
son	58094311	Before the birth of the man's child, he said: "I want a ***, not a daughter."	One's male offspring.
rule	57912422	All participants must adhere to the ***s.	A regulation, law, guideline.
housing	57790060	The car is housed in the garage.	To keep within a structure or container.
bring	57608074	Waiter, please *** me a single malt whiskey.	(ditransitive) To transport toward somebody/somewhere.
max	57481472	He pushed himself to the ***.	An extreme, a great extent.
mother	57432704	He had something of his *** in him.	A (human) female who has given birth to a baby
authority	57403313	I have the *** to penalise the staff in my department, but not the *** to sack them.	The power to enforce rules or give orders.
told	57248600	All ***, there were over a dozen.  Can you tell time on a clock?  He had un*** wealth.	(archaic outside of idioms) To count, reckon, or enumerate.
traffic	57241247	The *** is slow during rush hour.	Pedestrians or vehicles on roads, or the flux or passage thereof.
programme	57212448	Our program for today’s exercise class includes swimming and jogging.	A set of structured activities.
valid	57094711	I will believe him as soon as he offers a *** answer.	Well grounded or justifiable, pertinent.
bin	57076312	a corn ***; a wine ***; a coal ***	A box, frame, crib, or enclosed place, used as a storage container.
senior	56934903	He was four years her ***.	Someone older than someone else (with possessive).
sexy	56756180	The participants in the swimsuit competition are all very ***.	(of a person) Having sex appeal; suggestive of sex.
door	56638839	Learning is the *** to wisdom.	A means of approach or access.
trial	56547673	They will perform the ***s for the new equipment next week.	An opportunity to test something out; a test.
charge	56542418	There will be a *** of five dollars.	The amount of money levied for a service.
normal	56442762	Heavy workload is the new ***.	The usual state.
enterprise	56414984	A micro-*** is defined as a business having 5 or fewer employees and a low seed capital.	A company, business, organization, or other purposeful endeavor.
metal	56181783	We have American Airlines tickets, but it's on British Airways ***.	(travel) The actual airline operating a flight, rather than any of the codeshare operators.
opinion	56038634	Every man is a fool in some man's ***.	A subjective belief, judgment or perspective that a person has formed about a topic, issue, person or thing.
football	55972678	Roman and medieval *** matches were more violent than any modern type of ***.	(general) A sport played on foot in which teams attempt to get a ball into a goal or zone defended by the other team.
output	55819696	The factory increased its *** this year.	Production; quantity produced, created, or completed.
develop	55611036	Let's see how things *** and then make our decision.	To change with a specific direction, progress.
processing	55486868	We have processed the data using our proven techniques, and have come to the following conclusions.	To retrieve, store, classify, manipulate, transmit etc. (data, signals, etc.), especially using computer techniques.
responsibility	55448425	*** is a heavy burden.	The state of being responsible, accountable, or answerable.
resolution	55429399	His stalwart *** is perhaps admirable, perhaps foolish.	The state of being resolute.
guest	55293215	The ***s were let in by the butler.	A recipient of hospitality, specifically someone staying by invitation at the house of another.
trust	55157142	He needs to regain her *** if he is ever going to win her back.	Confidence in or reliance on some person or quality.
van	55147325	The *** sped down the road.	A covered vehicle used for carrying goods or people, usually roughly cuboid in shape, longer and higher than a car but smaller than a truck/lorry.
republic	55051644	The United States is a ***; the United Kingdom of Great Britain and Northern Ireland is a constitutional monarchy.	A state where sovereignty rests with the people or their representatives, rather than with a monarch or emperor; a country with no monarchy.
vacation	54946412	The Conservative Party’s *** of the centre ground gave an opportunity to its opponents.	The act of vacating something; moving out.
century	54929645	That was his tenth professional ***.	A score of one hundred points.
skin	54789622	He is so disgusting he makes my *** crawl.	The outer protective layer of the body of any animal, including of a human.
ring	54342432	a crime ***; a prostitution ***; a bidding *** (at an auction sale)	An exclusive group of people, usually involving some unethical or illegal practices.
grade	54275130	I gave him a good *** for effort.	A rating.
mountain	54170529	We spent the weekend hiking in the ***s.	An elevation of land of considerable dimensions rising more or less abruptly, forming a conspicuous figure in the landscape, usually having a small extent of surface at its summit.
pop	54140138	Listen to the *** of a champagne cork.	A loud, sharp sound as of a cork coming out of a bottle.
filter	54106694	He runs an email *** to catch the junk mail.	Any item, mechanism, device or procedure that acts to separate or isolate.
longer	54063969	It's a long way from the Earth to the Moon.	Having much distance from one terminating point on an object or an area to another terminating point (usually applies to horizontal dimensions; see Usage Notes below).
consider	54062139	*** that we’ve had three major events and the year has hardly begun.	To think about seriously.
panel	53784382	Behind the picture was a *** on the wall.	A (usually) rectangular section of a surface, or of a covering or of a wall, fence etc.
floor	53759851	The room has a wooden ***.	The interior bottom or surface of a house or building; the supporting surface of a room.
buying	53534781	I'm going to buy my father something nice for his birthday.	To obtain (something) in exchange for money or goods
match	53532481	He knew he had met his ***.	Someone with a measure of an attribute equaling or exceeding the object of comparison.
default	53511683	He failed to make payments on time and is now in ***.	The condition of failing to meet an obligation.
deep	53447410	the *** of night	(with "the") A silent time; quiet isolation.
morning	53444032	I'll see you tomorrow ***.	The part of the day from dawn to noon.
rest	53312008	I need to get a good *** tonight; I was up late last night.	(of a person or animal) Relief from work or activity by sleeping; sleep.
plant	53247607	The garden had a couple of trees, and a cluster of colourful ***s around the border.	An organism that is not an animal, especially an organism capable of photosynthesis. Typically a small or herbaceous organism of this kind, rather than a tree.
hit	53171478	The *** was very slight.	A blow; a punch; a striking against; the collision of one body against another; the stroke that touches anything.
transportation	53122840	We have to get people out of their cars and encourage them to use alternative forms of ***.	The act of transporting, or the state of being transported; conveyance, often of people, goods etc.
pool	53046994	the ***s of Solomon	A small and rather deep collection of (usually) fresh water, as one supplied by a spring, or occurring in the course of a stream; a reservoir for water.
faculty	52815755	She transferred from the *** of Science to the *** of Medicine.	A division of a university.
fish	52756224	Salmon is a ***.	A cold-blooded vertebrate animal that lives in water, moving with the help of fins and breathing with gills.
membership	52738089	He has ***s in clubs in three cities.	The state of being a member of a group or organization.
eye	52688696	Bright lights really hurt my ***s.	An organ through which animals see (perceive surroundings via light).
string	52681344	There were stalls for fourteen horses in the squire's stables.	A building, wing or dependency set apart and adapted for lodging and feeding (and training) animals with hoofs, especially horses.
sense	52629633	a *** of security	Perception through the intellect; apprehension; awareness.
pack	52556205	The horses carried the ***s across the plain.	A bundle made up and prepared to be carried; especially, a bundle to be carried on the back, but also a load for an animal, a bale.
stage	52518330	Completion of an identifiable *** of maintenance such as removing an aircraft engine for repair or storage.	A phase.
internal	52515245	We saw the *** compartments.	Inside of something
born	52452012	Judging from the look on his face, he wasn't bearing good news.	To carry or convey, literally or figuratively.
detailed	52396856	I'll detail the exact procedure to you later.	To explain in detail.
race	52297214	the *** to cure cancer	A progressive movement toward a goal.
background	52214134	The lawyer had a *** in computer science.	One's social heritage, or previous life; what one did in the past.
target	52199865	Take careful aim at the ***.	A butt or mark to shoot at, as for practice, or to test the accuracy of a firearm, or the force of a projectile.
character	52028227	A study of the suspect's *** and his cast iron alibi ruled him out.	A complex of traits marking a person, group, breed, or type.
ability	52004289	This phone has the *** to have its software upgraded wirelessly.	The quality or state of being able; capacity to do or of doing something; having the necessary power.
battery	51449559	Schoolchildren take a *** of standard tests to measure their progress.	An array of similar things.
youth	51426255	Her *** and beauty attracted him to her.	The quality or state of being young.
pressure	51407261	Apply *** to the wound to stop the bleeding.	A pressing; a force applied to a surface.
debt	51349877	I am in your ***.	The state or condition of owing something to another.
medium	51330557	a happy ***	A middle place or degree.
television	51304347	It’s a good thing that *** doesn’t transmit smell.	An electronic communication medium that allows the transmission of real-time visual images, and often sound.
interested	51282170	Action films don't really interest me.	To engage the attention of; to awaken interest in; to excite emotion or passion in, in behalf of a person or thing.
core	51244541	the *** of an apple or quince	The central part of fruit, containing the kernels or seeds.
break	51242970	He waited minutes for a *** in the traffic to cross the highway.	A physical space that opens up in something or between two things.
dance	51147967	So how much longer are we gonna do this ***?	A battle of wits, especially one commonly fought between two rivals.
wood	51130555	There was lots of *** on the beach.	The substance making up the central part of the trunk and branches of a tree. Used as a material for construction, to manufacture various items, etc. or as fuel.
studio	50913495	His *** was cramped when he began as an artist.	An artist’s or photographer’s workshop or the room in which an artist works.
reader	50887864	an early ***, a talented ***	A person who reads
device	50819909	There are a number of household ***s in a kitchen such as a dishwasher, a garbage disposal, or an electric can opener.	Any piece of equipment made for a particular purpose, especially a mechanical or electrical one.
rent	50767076	A New York city taxicab license earns more than $10,000 a year in ***.	A profit from possession of a valuable right, as a restricted license to engage in a trade or business.
dark	50669807	The room was too *** for reading.	Having an absolute or (more often) relative lack of light.
min	50389892	You have twenty ***utes to complete the test.	A unit of time equal to sixty seconds (one-sixtieth of an hour).
theory	50276653	Knot *** classifies the mappings of a circle into 3-space.	A field of study attempting to exhaustively describe a particular class of constructs.
enjoy	50141455	*** your holidays!   I *** dancing.	To receive pleasure or satisfaction from something
surface	50022259	On the ***, the spy looked like a typical businessman.	Outward or external appearance.
minimum	50001652	We need a *** of three staff members on duty at all time.	The lowest limit.
host	49918570	A good *** is always considerate of the guest’s needs.	One which receives or entertains a guest, socially, commercially, or officially.
variety	49844591	*** is the spice of life.	The quality of being varied; diversity.
manual	49698346	The dishwasher isn't working; can you remember where we put the ***?	A booklet that instructs on the usage of a particular machine or product.
block	49694725	a *** of ice	A substantial, often approximately cuboid, piece of any substance.
civil	49495349	She went into *** service because she wanted to help the people.	Having to do with people and government office as opposed to the military or religion.
wrong	49156828	Injustice is a heinous ***.	Something that is immoral or not good.
desktop	48850257	I installed a new application and it added its icon to my ***.	The main graphical user interface of an operating system, usually displaying icons, windows and background wallpaper.
sector	48746882	public ***;  private ***	A field of economic activity
capacity	48726947	It was hauling a *** load.	The maximum amount that can be held
fat	48646296	We need to trim the *** in this company	That part of an organization deemed wasteful.
father	48580528	My *** was a strong influence on me.	A (generally human) male who begets a child.
dead	48384167	Have respect for the ***.	(with "the", a demonstrative, or a possessive) Those who have died.
respect	48329678	He is an intellectual giant, and I have great *** for him.	An attitude of consideration or high regard
trip	48175593	We made a *** to the beach.	A journey; an excursion or jaunt
worth	48075237	I’ll have a dollar's *** of candy, please.	Value.
poor	48053008	The *** are always with us.	(with "the") Those who have little or no possessions or money, taken as a group.
xxx	47989278	The little boy put some *** at the end of his letter to Grandma, to let her know he loved her.	An abbreviation for kisses, usually placed at the end of a letter, often placed alongside ooo, or in a text message.
relationship	47959756	They have been in a *** for ten years, but have never married.	A romantic or sexual involvement.
farm	47934860	antenna ***	(usually in combination) A location used for an industrial purpose, having many similar structures
peace	47856201	Our lounge strives to maintain an environment of *** for the comfort of our customers.	A state of tranquility, quiet, and harmony; absence of violence. For instance, a state free from civil disturbance.
campus	47827531	The *** is sixty hectares in size.	The grounds or property of a school, college, university, business, church, or hospital, often understood to include buildings and other structures.
creative	47737474	I've included in my portfolio all the *** I've completed in my five year design career.	Artistic material used in advertising, e.g. photographs, drawings, or video.
coast	47716394	The rocky *** of Maine has few beaches.	The edge of the land where it meets an ocean, sea, gulf, bay, or large lake.
benefit	47703520	It was for her ***.   His *** was free beer.	An advantage; help or aid from something.
progress	47674782	Testing for the new antidote is currently in ***.	Movement or advancement through a series of events, or points in time; development through time.
funding	47661725	He used his inheritance to fund his gambling addiction.	To pay for.
grant	47609624	a *** of land or of money	A transfer of property by deed or writing; especially, an appropriation or conveyance made by the government.
agree	47500911	all parties *** in the expediency of the law.	To harmonize in opinion, statement, or action; to be in unison or concord; to be or become united or consistent; to concur.
fiction	47449450	I am a great reader of ***.	Literary type using invented or imaginative writing, instead of real facts, usually written as prose.
hear	47426506	I was deaf, and now I can ***.	(stative) To perceive sounds through the ear.
wife	46946408	A new *** for the gander is introduced into the pen.	The female of a pair of mated animals.
accepted	46922000	The Boy Scouts were going to accept him as a member.	To admit to a place or a group.
implementation	46914652	His *** works, but it needs some fine-tuning.	A result of implementing something; a finished product, system or device.
zone	46897368	Files in the Internet *** are blocked by default, as a security measure.	A given area distinguished on the basis of a particular characteristic, use, restriction, etc.
complex	46865979	Jim has a real *** about working for a woman boss.	(by extension) A vehement, often excessive psychological dislike or fear of a particular thing.
die	46745446	He ***d a hero's death.	To (stop living and) undergo (a specified death).
flat	46688059	She liked to walk in her ***s more than in her high heels.	(in the plural) A type of ladies' shoes with very low heels.
flow	46684251	The notion of *** is basic to the study of ordinary differential equations.	A formalization of the idea of the motion of particles in a fluid, as a group action of the real numbers on a set.
literature	46607011	However, even “literary” science fiction rarely qualifies as ***, because it treats characters as sets of traits rather than as fully realized human beings with unique life stories. —Adam Cadre, 2008	Written fiction of a high standard.
respective	46528775	They returned to their *** places of abode.	Relating to particular persons or things, each to each; particular; own.
scale	46307526	Please rate your experience on a *** from 1 to 10.	An ordered, usually numerical sequence used for measurement, means of assigning a magnitude.
stand	46292709	The Commander says we will make our *** here.	A defensive position or effort.
economy	46236766	*** of word	Frugal use of resources.
frame	46079991	Now that the *** is complete, we can start on the walls.	The structural elements of a building or other constructed object.
definition	46017042	Her comic genius is beyond ***.	The action or power of describing, explaining, or making definite and clear.
secretary	46013973	Ban Ki-Moon was a *** general of the United Nations.	A managerial or leading position in certain non-profit organizations, such as political parties, trade unions, international organizations.
networking	45918427	Many people find it worthwhile to network for jobs and information.	To interact socially for the purpose of getting connections or personal advancement.
path	45905830	the *** of a meteor, of a caravan, or of a storm	A course taken.
employee	45719822	One way to encourage your ***s to work harder is by giving them incentives.	An individual who provides labor to a company or another person.
chief	45699591	All firefighters report to the fire ***.	A leader or head of a group of people, organisation, etc.
bottom	45598411	Footers appear at the ***s of pages.	The lowest part of anything.
detail	45494334	Note this fine *** in the lower left corner.	Something small enough to escape casual notice.
heard	45436523	I was deaf, and now I can hear.	(stative) To perceive sounds through the ear.
clean	45381752	This place needs a ***.	Removal of dirt.
guy	45286019	The dog's left foreleg was broken, poor little ***.	(of animals and sometimes objects) Thing, creature.
relevant	45242119	His mother provided some *** background information concerning his medical condition.	Directly related, connected, or pertinent to a topic.
justice	45145293	the *** of a description	The state or characteristic of being just or fair.
connect	45133501	I think this piece ***s to that piece over there.	(of an object) To join (to another object): to attach, or to be intended to attach or capable of attaching, to another object.
cup	45032014	Pour the tea into the ***.	A concave vessel for drinking from, usually made of opaque material (as opposed to a glass) and with a handle.
basket	45023597	A *** of fake fruit adorned the table.	A lightweight container, generally round, open at the top, and tapering toward the bottom.
demand	44858110	Prices usually go up when *** exceeds supply.	The desire to purchase goods and services.
suite	44829675	the ambassador's ***	A retinue or company of attendants, as of a distinguished personage
square	44784448	64 is the *** of 8.	The product of a number or quantity multiplied by itself; the second power of a number, value, term or expression.
attention	44752502	Please direct your *** to the following words.	Mental focus.
advance	44738913	an *** in health or knowledge	A forward move; improvement or progression.
diet	44674077	The *** of the Giant Panda consists mainly of bamboo.	The food and beverage a person or animal consumes.
army	44670729	The *** was sent in to quell the uprising.	A large, highly organized military force, concerned mainly with ground (rather than air or naval) operations.
difference	44546845	You need to learn to be more tolerant of ***.	The quality of being different.
nation	44429644	The Kurdish people constitute a *** in the Middle East	A historically constituted, stable community of people, formed on the basis of a common language, territory, economic life, ethnicity and/or psychological make-up manifested in a common culture.
piece	44298807	I’d like another *** of pie.	A part of a larger whole, usually in such a form that it is able to be separated from other parts.
sheet	44295187	Use the ***s in the hall closet to make the bed.	A thin bed cloth used as a covering for a mattress or as a layer over the sleeper.
jump	44137441	The boy took a skip and a *** down the lane.	An instance of propelling oneself upwards.
module	44127294	Which ***s are you studying next year?	A unit of education covering a single topic.
resort	44118980	to have *** to violence	Recourse, refuge (something or someone turned to for safety).
facility	44049643	The *** she shows in playing the violin is unrivalled.	Dexterity of speech or action; skill, talent.
random	44038489	The party was boring. It was full of ***s.	An undefined, unknown or unimportant person; a person of no consequence.
pricing	44026683	to price eggs	To ask the price of.
certificate	43972925	The film is *** 15.	A motion picture age rating.
